,story,sent_index,token_index,token,bio,lemma,pos,MatchesNeg,hasPrefix,hasPrefix&Antonym,hasSuffix,hasSuffix&Antonym
939,wisteria01,59,17,events,O,event,NNS,False,False,False,False,False
940,wisteria01,59,18,are,O,are,VBP,False,False,False,False,False
941,wisteria01,59,19,which,O,which,WDT,False,False,False,False,False
942,wisteria01,59,20,have,O,have,VBP,False,False,False,False,False
943,wisteria01,59,21,sent,O,sent,VBN,False,False,False,False,False
944,wisteria01,59,22,you,O,you,PRP,False,False,False,False,False
945,wisteria01,59,23,out,O,out,IN,False,False,False,False,False
946,wisteria01,59,24,unbrushed,B-NEG,unbrushed,VBN,False,True,False,False,False
947,wisteria01,59,25,and,O,and,CC,False,False,False,False,False
948,wisteria01,59,26,unkempt,B-NEG,unkempt,JJ,False,True,False,False,False
949,wisteria01,59,27,",",O,",",",",False,False,False,False,False
950,wisteria01,59,28,with,O,with,IN,False,False,False,False,False
951,wisteria01,59,29,dress,O,dress,JJ,False,False,False,False,False
952,wisteria01,59,30,boots,O,boot,NNS,False,False,False,False,False
953,wisteria01,59,31,and,O,and,CC,False,False,False,False,False
954,wisteria01,59,32,waistcoat,O,waistcoat,NN,False,False,False,False,False
955,wisteria01,59,33,buttoned,O,buttoned,VBD,False,False,False,False,False
956,wisteria01,59,34,awry,O,awry,RB,False,False,False,False,False
957,wisteria01,59,35,",",O,",",",",False,False,False,False,False
958,wisteria01,59,36,in,O,in,IN,False,False,False,False,False
959,wisteria01,59,37,search,O,search,NN,False,False,False,False,False
960,wisteria01,59,38,of,O,of,IN,False,False,False,False,False
961,wisteria01,59,39,advice,O,advice,NN,False,False,False,False,False
962,wisteria01,59,40,and,O,and,CC,False,False,False,False,False
963,wisteria01,59,41,assistance,O,assistance,NN,False,False,False,False,False
964,wisteria01,59,42,.,O,.,.,False,False,False,False,False
965,wisteria01,59,43,'',O,'','',False,False,False,False,False
966,wisteria01,60,0,Our,O,Our,PRP$,False,False,False,False,False
967,wisteria01,60,1,client,O,client,NN,False,False,False,False,False
968,wisteria01,60,2,looked,O,looked,VBD,False,False,False,False,False
969,wisteria01,60,3,down,O,down,RB,False,False,False,False,False
970,wisteria01,60,4,with,O,with,IN,False,False,False,False,False
971,wisteria01,60,5,a,O,a,DT,False,False,False,False,False
972,wisteria01,60,6,rueful,O,rueful,JJ,False,False,False,False,False
973,wisteria01,60,7,face,O,face,NN,False,False,False,False,False
974,wisteria01,60,8,at,O,at,IN,False,False,False,False,False
975,wisteria01,60,9,his,O,his,PRP$,False,False,False,False,False
976,wisteria01,60,10,own,O,own,JJ,False,False,False,False,False
977,wisteria01,60,11,unconventional,B-NEG,unconventional,JJ,False,True,True,False,False
978,wisteria01,60,12,appearance,O,appearance,NN,False,False,False,False,False
979,wisteria01,60,13,.,O,.,.,False,False,False,False,False
980,wisteria01,61,0,``,O,``,``,False,False,False,False,False
981,wisteria01,61,1,I,O,I,PRP,False,False,False,False,False
982,wisteria01,61,2,'m,O,'m,VBP,False,False,False,False,False
983,wisteria01,61,3,sure,O,sure,JJ,False,False,False,False,False
984,wisteria01,61,4,it,O,it,PRP,False,False,False,False,False
985,wisteria01,61,5,must,O,must,MD,False,False,False,False,False
986,wisteria01,61,6,look,O,look,VB,False,False,False,False,False
987,wisteria01,61,7,very,O,very,RB,False,False,False,False,False
988,wisteria01,61,8,bad,O,bad,JJ,False,False,False,False,False
989,wisteria01,61,9,",",O,",",",",False,False,False,False,False
990,wisteria01,61,10,Mr.,O,Mr.,NNP,False,False,False,False,False
991,wisteria01,61,11,Holmes,O,Holmes,NNP,False,False,False,False,False
992,wisteria01,61,12,",",O,",",",",False,False,False,False,False
993,wisteria01,61,13,and,O,and,CC,False,False,False,False,False
994,wisteria01,61,14,I,O,I,PRP,False,False,False,False,False
995,wisteria01,61,15,am,O,am,VBP,False,False,False,False,False
996,wisteria01,61,16,not,B-NEG,not,RB,True,False,False,False,False
997,wisteria01,61,17,aware,O,aware,JJ,False,True,False,False,False
998,wisteria01,61,18,that,O,that,IN,False,False,False,False,False
999,wisteria01,61,19,in,O,in,IN,False,False,False,False,False
1000,wisteria01,61,20,my,O,my,PRP$,False,False,False,False,False
1001,wisteria01,61,21,whole,O,whole,JJ,False,False,False,False,False
1002,wisteria01,61,22,life,O,life,NN,False,False,False,False,False
1003,wisteria01,61,23,such,O,such,PDT,False,False,False,False,False
1004,wisteria01,61,24,a,O,a,DT,False,False,False,False,False
1005,wisteria01,61,25,thing,O,thing,NN,False,False,False,False,False
1006,wisteria01,61,26,has,O,ha,VBZ,False,False,False,False,False
1007,wisteria01,61,27,ever,O,ever,RB,False,False,False,False,False
1008,wisteria01,61,28,happened,O,happened,VBN,False,False,False,False,False
1009,wisteria01,61,29,before,O,before,IN,False,False,False,False,False
1010,wisteria01,61,30,.,O,.,.,False,False,False,False,False
1011,wisteria01,62,0,But,O,But,CC,False,False,False,False,False
1012,wisteria01,62,1,I,O,I,PRP,False,False,False,False,False
1013,wisteria01,62,2,will,O,will,MD,False,False,False,False,False
1014,wisteria01,62,3,tell,O,tell,VB,False,False,False,False,False
1015,wisteria01,62,4,you,O,you,PRP,False,False,False,False,False
1016,wisteria01,62,5,the,O,the,DT,False,False,False,False,False
1017,wisteria01,62,6,whole,O,whole,JJ,False,False,False,False,False
1018,wisteria01,62,7,queer,O,queer,NN,False,False,False,False,False
1019,wisteria01,62,8,business,O,business,NN,False,False,False,False,False
1020,wisteria01,62,9,",",O,",",",",False,False,False,False,False
1021,wisteria01,62,10,and,O,and,CC,False,False,False,False,False
1022,wisteria01,62,11,when,O,when,WRB,False,False,False,False,False
1023,wisteria01,62,12,I,O,I,PRP,False,False,False,False,False
1024,wisteria01,62,13,have,O,have,VBP,False,False,False,False,False
1025,wisteria01,62,14,done,O,done,VBN,False,False,False,False,False
1026,wisteria01,62,15,so,O,so,RB,False,False,False,False,False
1027,wisteria01,62,16,you,O,you,PRP,False,False,False,False,False
1028,wisteria01,62,17,will,O,will,MD,False,False,False,False,False
1029,wisteria01,62,18,admit,O,admit,VB,False,False,False,False,False
1030,wisteria01,62,19,",",O,",",",",False,False,False,False,False
1031,wisteria01,62,20,I,O,I,PRP,False,False,False,False,False
1032,wisteria01,62,21,am,O,am,VBP,False,False,False,False,False
1033,wisteria01,62,22,sure,O,sure,JJ,False,False,False,False,False
1034,wisteria01,62,23,",",O,",",",",False,False,False,False,False
1035,wisteria01,62,24,that,O,that,IN,False,False,False,False,False
1036,wisteria01,62,25,there,O,there,EX,False,False,False,False,False
1037,wisteria01,62,26,has,O,ha,VBZ,False,False,False,False,False
1038,wisteria01,62,27,been,O,been,VBN,False,False,False,False,False
1039,wisteria01,62,28,enough,O,enough,RB,False,False,False,False,False
1040,wisteria01,62,29,to,O,to,TO,False,False,False,False,False
1041,wisteria01,62,30,excuse,O,excuse,VB,False,False,False,False,False
1042,wisteria01,62,31,me,O,me,PRP,False,False,False,False,False
1043,wisteria01,62,32,.,O,.,.,False,False,False,False,False
1044,wisteria01,62,33,'',O,'','',False,False,False,False,False
1045,wisteria01,63,0,But,O,But,CC,False,False,False,False,False
1046,wisteria01,63,1,his,O,his,PRP$,False,False,False,False,False
1047,wisteria01,63,2,narrative,O,narrative,NN,False,False,False,False,False
1048,wisteria01,63,3,was,O,wa,VBD,False,False,False,False,False
1049,wisteria01,63,4,nipped,O,nipped,VBN,False,False,False,False,False
1050,wisteria01,63,5,in,O,in,IN,False,False,False,False,False
1051,wisteria01,63,6,the,O,the,DT,False,False,False,False,False
1052,wisteria01,63,7,bud,O,bud,NN,False,False,False,False,False
1053,wisteria01,63,8,.,O,.,.,False,False,False,False,False
1054,wisteria01,64,0,There,O,There,EX,False,False,False,False,False
1055,wisteria01,64,1,was,O,wa,VBD,False,False,False,False,False
1056,wisteria01,64,2,a,O,a,DT,False,False,False,False,False
1057,wisteria01,64,3,bustle,O,bustle,JJ,False,False,False,False,False
1058,wisteria01,64,4,outside,O,outside,NN,False,False,False,False,False
1059,wisteria01,64,5,",",O,",",",",False,False,False,False,False
1060,wisteria01,64,6,and,O,and,CC,False,False,False,False,False
1061,wisteria01,64,7,Mrs.,O,Mrs.,NNP,False,False,False,False,False
1062,wisteria01,64,8,Hudson,O,Hudson,NNP,False,False,False,False,False
1063,wisteria01,64,9,opened,O,opened,VBD,False,False,False,False,False
1064,wisteria01,64,10,the,O,the,DT,False,False,False,False,False
1065,wisteria01,64,11,door,O,door,NN,False,False,False,False,False
1066,wisteria01,64,12,to,O,to,TO,False,False,False,False,False
1067,wisteria01,64,13,usher,O,usher,VB,False,False,False,False,False
1068,wisteria01,64,14,in,O,in,IN,False,False,False,False,False
1069,wisteria01,64,15,two,O,two,CD,False,False,False,False,False
1070,wisteria01,64,16,robust,O,robust,JJ,False,False,False,False,False
1071,wisteria01,64,17,and,O,and,CC,False,False,False,False,False
1072,wisteria01,64,18,official-looking,O,official-looking,JJ,False,False,False,False,False
1073,wisteria01,64,19,individuals,O,individual,NNS,False,False,False,False,False
1074,wisteria01,64,20,",",O,",",",",False,False,False,False,False
1075,wisteria01,64,21,one,O,one,CD,False,False,False,False,False
1076,wisteria01,64,22,of,O,of,IN,False,False,False,False,False
1077,wisteria01,64,23,whom,O,whom,WP,False,False,False,False,False
1078,wisteria01,64,24,was,O,wa,VBD,False,False,False,False,False
1079,wisteria01,64,25,well,O,well,RB,False,False,False,False,False
1080,wisteria01,64,26,known,O,known,VBN,False,False,False,False,False
1081,wisteria01,64,27,to,O,to,TO,False,False,False,False,False
1082,wisteria01,64,28,us,O,u,PRP,False,False,False,False,False
1083,wisteria01,64,29,as,O,a,IN,False,False,False,False,False
1084,wisteria01,64,30,Inspector,O,Inspector,NNP,False,False,False,False,False
1085,wisteria01,64,31,Gregson,O,Gregson,NNP,False,False,False,False,False
1086,wisteria01,64,32,of,O,of,IN,False,False,False,False,False
1087,wisteria01,64,33,Scotland,O,Scotland,NNP,False,False,False,False,False
1088,wisteria01,64,34,Yard,O,Yard,NNP,False,False,False,False,False
1089,wisteria01,64,35,",",O,",",",",False,False,False,False,False
1090,wisteria01,64,36,an,O,an,DT,False,False,False,False,False
1091,wisteria01,64,37,energetic,O,energetic,JJ,False,False,False,False,False
1092,wisteria01,64,38,",",O,",",",",False,False,False,False,False
1093,wisteria01,64,39,gallant,O,gallant,JJ,False,False,False,False,False
1094,wisteria01,64,40,",",O,",",",",False,False,False,False,False
1095,wisteria01,64,41,and,O,and,CC,False,False,False,False,False
1096,wisteria01,64,42,",",O,",",",",False,False,False,False,False
1097,wisteria01,64,43,within,O,within,IN,False,False,False,False,False
1098,wisteria01,64,44,his,O,his,PRP$,False,False,False,False,False
1099,wisteria01,64,45,limitations,O,limitation,NNS,False,False,False,False,False
1100,wisteria01,64,46,",",O,",",",",False,False,False,False,False
1101,wisteria01,64,47,a,O,a,DT,False,False,False,False,False
1102,wisteria01,64,48,capable,O,capable,JJ,False,False,False,False,False
1103,wisteria01,64,49,officer,O,officer,NN,False,False,False,False,False
1104,wisteria01,64,50,.,O,.,.,False,False,False,False,False
1105,wisteria01,65,0,He,O,He,PRP,False,False,False,False,False
1106,wisteria01,65,1,shook,O,shook,VBD,False,False,False,False,False
1107,wisteria01,65,2,hands,O,hand,NNS,False,False,False,False,False
1108,wisteria01,65,3,with,O,with,IN,False,False,False,False,False
1109,wisteria01,65,4,Holmes,O,Holmes,NNP,False,False,False,False,False
1110,wisteria01,65,5,and,O,and,CC,False,False,False,False,False
1111,wisteria01,65,6,introduced,O,introduced,VBD,False,False,False,False,False
1112,wisteria01,65,7,his,O,his,PRP$,False,False,False,False,False
1113,wisteria01,65,8,comrade,O,comrade,NN,False,False,False,False,False
1114,wisteria01,65,9,as,O,a,IN,False,False,False,False,False
1115,wisteria01,65,10,Inspector,O,Inspector,NNP,False,False,False,False,False
1116,wisteria01,65,11,Baynes,O,Baynes,NNP,False,False,False,False,False
1117,wisteria01,65,12,",",O,",",",",False,False,False,False,False
1118,wisteria01,65,13,of,O,of,IN,False,False,False,False,False
1119,wisteria01,65,14,the,O,the,DT,False,False,False,False,False
1120,wisteria01,65,15,Surrey,O,Surrey,NNP,False,False,False,False,False
1121,wisteria01,65,16,Constabulary,O,Constabulary,NNP,False,False,False,False,False
1122,wisteria01,65,17,.,O,.,.,False,False,False,False,False
1123,wisteria01,66,0,``,O,``,``,False,False,False,False,False
1124,wisteria01,66,1,We,O,We,PRP,False,False,False,False,False
1125,wisteria01,66,2,are,O,are,VBP,False,False,False,False,False
1126,wisteria01,66,3,hunting,O,hunting,VBG,False,False,False,False,False
1127,wisteria01,66,4,together,O,together,RB,False,False,False,False,False
1128,wisteria01,66,5,",",O,",",",",False,False,False,False,False
1129,wisteria01,66,6,Mr.,O,Mr.,NNP,False,False,False,False,False
1130,wisteria01,66,7,Holmes,O,Holmes,NNP,False,False,False,False,False
1131,wisteria01,66,8,",",O,",",",",False,False,False,False,False
1132,wisteria01,66,9,and,O,and,CC,False,False,False,False,False
1133,wisteria01,66,10,our,O,our,PRP$,False,False,False,False,False
1134,wisteria01,66,11,trail,O,trail,NN,False,False,False,False,False
1135,wisteria01,66,12,lay,O,lay,NN,False,False,False,False,False
1136,wisteria01,66,13,in,O,in,IN,False,False,False,False,False
1137,wisteria01,66,14,this,O,this,DT,False,False,False,False,False
1138,wisteria01,66,15,direction,O,direction,NN,False,False,False,False,False
1139,wisteria01,66,16,.,O,.,.,False,False,False,False,False
1140,wisteria01,66,17,'',O,'','',False,False,False,False,False
1141,wisteria01,67,0,He,O,He,PRP,False,False,False,False,False
1142,wisteria01,67,1,turned,O,turned,VBD,False,False,False,False,False
1143,wisteria01,67,2,his,O,his,PRP$,False,False,False,False,False
1144,wisteria01,67,3,bulldog,O,bulldog,JJ,False,False,False,False,False
1145,wisteria01,67,4,eyes,O,eye,NNS,False,False,False,False,False
1146,wisteria01,67,5,upon,O,upon,IN,False,False,False,False,False
1147,wisteria01,67,6,our,O,our,PRP$,False,False,False,False,False
1148,wisteria01,67,7,visitor,O,visitor,NN,False,False,False,False,False
1149,wisteria01,67,8,.,O,.,.,False,False,False,False,False
1150,wisteria01,68,0,``,O,``,``,False,False,False,False,False
1151,wisteria01,68,1,Are,O,Are,VBP,False,False,False,False,False
1152,wisteria01,68,2,you,O,you,PRP,False,False,False,False,False
1153,wisteria01,68,3,Mr.,O,Mr.,NNP,False,False,False,False,False
1154,wisteria01,68,4,John,O,John,NNP,False,False,False,False,False
1155,wisteria01,68,5,Scott,O,Scott,NNP,False,False,False,False,False
1156,wisteria01,68,6,Eccles,O,Eccles,NNP,False,False,False,False,False
1157,wisteria01,68,7,",",O,",",",",False,False,False,False,False
1158,wisteria01,68,8,of,O,of,IN,False,False,False,False,False
1159,wisteria01,68,9,Popham,O,Popham,NNP,False,False,False,False,False
1160,wisteria01,68,10,House,O,House,NNP,False,False,False,False,False
1161,wisteria01,68,11,",",O,",",",",False,False,False,False,False
1162,wisteria01,68,12,Lee,O,Lee,NNP,False,False,False,False,False
1163,wisteria01,68,13,?,O,?,.,False,False,False,False,False
1164,wisteria01,68,14,'',O,'','',False,False,False,False,False
1165,wisteria01,69,0,``,O,``,``,False,False,False,False,False
1166,wisteria01,69,1,I,O,I,PRP,False,False,False,False,False
1167,wisteria01,69,2,am,O,am,VBP,False,False,False,False,False
1168,wisteria01,69,3,.,O,.,.,False,False,False,False,False
1169,wisteria01,69,4,'',O,'','',False,False,False,False,False
1170,wisteria01,70,0,``,O,``,``,False,False,False,False,False
1171,wisteria01,70,1,We,O,We,PRP,False,False,False,False,False
1172,wisteria01,70,2,have,O,have,VBP,False,False,False,False,False
1173,wisteria01,70,3,been,O,been,VBN,False,False,False,False,False
1174,wisteria01,70,4,following,O,following,VBG,False,False,False,False,False
1175,wisteria01,70,5,you,O,you,PRP,False,False,False,False,False
1176,wisteria01,70,6,about,O,about,IN,False,False,False,False,False
1177,wisteria01,70,7,all,O,all,PDT,False,False,False,False,False
1178,wisteria01,70,8,the,O,the,DT,False,False,False,False,False
1179,wisteria01,70,9,morning,O,morning,NN,False,False,False,False,False
1180,wisteria01,70,10,.,O,.,.,False,False,False,False,False
1181,wisteria01,70,11,'',O,'','',False,False,False,False,False
1182,wisteria01,71,0,``,O,``,``,False,False,False,False,False
1183,wisteria01,71,1,You,O,You,PRP,False,False,False,False,False
1184,wisteria01,71,2,traced,O,traced,VBD,False,False,False,False,False
1185,wisteria01,71,3,him,O,him,PRP,False,False,False,False,False
1186,wisteria01,71,4,through,O,through,IN,False,False,False,False,False
1187,wisteria01,71,5,the,O,the,DT,False,False,False,False,False
1188,wisteria01,71,6,telegram,O,telegram,NN,False,False,False,False,False
1189,wisteria01,71,7,",",O,",",",",False,False,False,False,False
1190,wisteria01,71,8,no,O,no,DT,True,False,False,False,False
1191,wisteria01,71,9,doubt,O,doubt,NN,False,False,False,False,False
1192,wisteria01,71,10,",",O,",",",",False,False,False,False,False
1193,wisteria01,71,11,'',O,'','',False,False,False,False,False
1194,wisteria01,71,12,said,O,said,VBD,False,False,False,False,False
1195,wisteria01,71,13,Holmes,O,Holmes,NNP,False,False,False,False,False
1196,wisteria01,71,14,.,O,.,.,False,False,False,False,False
1197,wisteria01,72,0,``,O,``,``,False,False,False,False,False
1198,wisteria01,72,1,Exactly,O,Exactly,RB,False,False,False,False,False
1199,wisteria01,72,2,",",O,",",",",False,False,False,False,False
1200,wisteria01,72,3,Mr.,O,Mr.,NNP,False,False,False,False,False
1201,wisteria01,72,4,Holmes,O,Holmes,NNP,False,False,False,False,False
1202,wisteria01,72,5,.,O,.,.,False,False,False,False,False
1203,wisteria01,73,0,We,O,We,PRP,False,False,False,False,False
1204,wisteria01,73,1,picked,O,picked,VBD,False,False,False,False,False
1205,wisteria01,73,2,up,O,up,RP,False,False,False,False,False
1206,wisteria01,73,3,the,O,the,DT,False,False,False,False,False
1207,wisteria01,73,4,scent,O,scent,NN,False,False,False,False,False
1208,wisteria01,73,5,at,O,at,IN,False,False,False,False,False
1209,wisteria01,73,6,Charing,O,Charing,NNP,False,False,False,False,False
1210,wisteria01,73,7,Cross,O,Cross,NNP,False,False,False,False,False
1211,wisteria01,73,8,Post-Office,O,Post-Office,NNP,False,False,False,False,False
1212,wisteria01,73,9,and,O,and,CC,False,False,False,False,False
1213,wisteria01,73,10,came,O,came,VBD,False,False,False,False,False
1214,wisteria01,73,11,on,O,on,IN,False,False,False,False,False
1215,wisteria01,73,12,here,O,here,RB,False,False,False,False,False
1216,wisteria01,73,13,.,O,.,.,False,False,False,False,False
1217,wisteria01,73,14,'',O,'','',False,False,False,False,False
1218,wisteria01,74,0,``,O,``,``,False,False,False,False,False
1219,wisteria01,74,1,But,O,But,CC,False,False,False,False,False
1220,wisteria01,74,2,why,O,why,WRB,False,False,False,False,False
1221,wisteria01,74,3,do,O,do,VBP,False,False,False,False,False
1222,wisteria01,74,4,you,O,you,PRP,False,False,False,False,False
1223,wisteria01,74,5,follow,O,follow,VB,False,False,False,False,False
1224,wisteria01,74,6,me,O,me,PRP,False,False,False,False,False
1225,wisteria01,74,7,?,O,?,.,False,False,False,False,False
1226,wisteria01,75,0,What,O,What,WP,False,False,False,False,False
1227,wisteria01,75,1,do,O,do,VBP,False,False,False,False,False
1228,wisteria01,75,2,you,O,you,PRP,False,False,False,False,False
1229,wisteria01,75,3,want,O,want,VB,False,False,False,False,False
1230,wisteria01,75,4,?,O,?,.,False,False,False,False,False
1231,wisteria01,75,5,'',O,'','',False,False,False,False,False
1232,wisteria01,76,0,``,O,``,``,False,False,False,False,False
1233,wisteria01,76,1,We,O,We,PRP,False,False,False,False,False
1234,wisteria01,76,2,wish,O,wish,VBP,False,False,False,False,False
1235,wisteria01,76,3,a,O,a,DT,False,False,False,False,False
1236,wisteria01,76,4,statement,O,statement,NN,False,False,False,False,False
1237,wisteria01,76,5,",",O,",",",",False,False,False,False,False
1238,wisteria01,76,6,Mr.,O,Mr.,NNP,False,False,False,False,False
1239,wisteria01,76,7,Scott,O,Scott,NNP,False,False,False,False,False
1240,wisteria01,76,8,Eccles,O,Eccles,NNP,False,False,False,False,False
1241,wisteria01,76,9,",",O,",",",",False,False,False,False,False
1242,wisteria01,76,10,as,O,a,IN,False,False,False,False,False
1243,wisteria01,76,11,to,O,to,TO,False,False,False,False,False
1244,wisteria01,76,12,the,O,the,DT,False,False,False,False,False
1245,wisteria01,76,13,events,O,event,NNS,False,False,False,False,False
1246,wisteria01,76,14,which,O,which,WDT,False,False,False,False,False
1247,wisteria01,76,15,led,O,led,VBD,False,False,False,False,False
1248,wisteria01,76,16,up,O,up,RP,False,False,False,False,False
1249,wisteria01,76,17,to,O,to,TO,False,False,False,False,False
1250,wisteria01,76,18,the,O,the,DT,False,False,False,False,False
1251,wisteria01,76,19,death,O,death,NN,False,False,False,False,False
1252,wisteria01,76,20,last,O,last,JJ,False,False,False,False,False
1253,wisteria01,76,21,night,O,night,NN,False,False,False,False,False
1254,wisteria01,76,22,of,O,of,IN,False,False,False,False,False
1255,wisteria01,76,23,Mr.,O,Mr.,NNP,False,False,False,False,False
1256,wisteria01,76,24,Aloysius,O,Aloysius,NNP,False,False,False,False,False
1257,wisteria01,76,25,Garcia,O,Garcia,NNP,False,False,False,False,False
1258,wisteria01,76,26,",",O,",",",",False,False,False,False,False
1259,wisteria01,76,27,of,O,of,IN,False,False,False,False,False
1260,wisteria01,76,28,Wisteria,O,Wisteria,NNP,False,False,False,False,False
1261,wisteria01,76,29,Lodge,O,Lodge,NNP,False,False,False,False,False
1262,wisteria01,76,30,",",O,",",",",False,False,False,False,False
1263,wisteria01,76,31,near,O,near,IN,False,False,False,False,False
1264,wisteria01,76,32,Esher,O,Esher,NNP,False,False,False,False,False
1265,wisteria01,76,33,.,O,.,.,False,False,False,False,False
1266,wisteria01,76,34,'',O,'','',False,False,False,False,False
1267,wisteria01,77,0,Our,O,Our,PRP$,False,False,False,False,False
1268,wisteria01,77,1,client,O,client,NN,False,False,False,False,False
1269,wisteria01,77,2,had,O,had,VBD,False,False,False,False,False
1270,wisteria01,77,3,sat,O,sat,VBN,False,False,False,False,False
1271,wisteria01,77,4,up,O,up,RP,False,False,False,False,False
1272,wisteria01,77,5,with,O,with,IN,False,False,False,False,False
1273,wisteria01,77,6,staring,O,staring,VBG,False,False,False,False,False
1274,wisteria01,77,7,eyes,O,eye,NNS,False,False,False,False,False
1275,wisteria01,77,8,and,O,and,CC,False,False,False,False,False
1276,wisteria01,77,9,every,O,every,DT,False,False,False,False,False
1277,wisteria01,77,10,tinge,O,tinge,NN,False,False,False,False,False
1278,wisteria01,77,11,of,O,of,IN,False,False,False,False,False
1279,wisteria01,77,12,colour,O,colour,JJ,False,False,False,False,False
1280,wisteria01,77,13,struck,O,struck,NN,False,False,False,False,False
1281,wisteria01,77,14,from,O,from,IN,False,False,False,False,False
1282,wisteria01,77,15,his,O,his,PRP$,False,False,False,False,False
1283,wisteria01,77,16,astonished,O,astonished,JJ,False,False,False,False,False
1284,wisteria01,77,17,face,O,face,NN,False,False,False,False,False
1285,wisteria01,77,18,.,O,.,.,False,False,False,False,False
1286,wisteria01,78,0,``,O,``,``,False,False,False,False,False
1287,wisteria01,78,1,Dead,O,Dead,JJ,False,False,False,False,False
1288,wisteria01,78,2,?,O,?,.,False,False,False,False,False
1289,wisteria01,79,0,Did,O,Did,NNP,False,False,False,False,False
1290,wisteria01,79,1,you,O,you,PRP,False,False,False,False,False
1291,wisteria01,79,2,say,O,say,VBP,False,False,False,False,False
1292,wisteria01,79,3,he,O,he,PRP,False,False,False,False,False
1293,wisteria01,79,4,was,O,wa,VBD,False,False,False,False,False
1294,wisteria01,79,5,dead,O,dead,JJ,False,False,False,False,False
1295,wisteria01,79,6,?,O,?,.,False,False,False,False,False
1296,wisteria01,79,7,'',O,'','',False,False,False,False,False
1297,wisteria01,80,0,``,O,``,``,False,False,False,False,False
1298,wisteria01,80,1,Yes,O,Yes,UH,False,False,False,False,False
1299,wisteria01,80,2,",",O,",",",",False,False,False,False,False
1300,wisteria01,80,3,sir,O,sir,JJ,False,False,False,False,False
1301,wisteria01,80,4,",",O,",",",",False,False,False,False,False
1302,wisteria01,80,5,he,O,he,PRP,False,False,False,False,False
1303,wisteria01,80,6,is,O,is,VBZ,False,False,False,False,False
1304,wisteria01,80,7,dead,O,dead,JJ,False,False,False,False,False
1305,wisteria01,80,8,.,O,.,.,False,False,False,False,False
1306,wisteria01,80,9,'',O,'','',False,False,False,False,False
1307,wisteria01,81,0,``,O,``,``,False,False,False,False,False
1308,wisteria01,81,1,But,O,But,CC,False,False,False,False,False
1309,wisteria01,81,2,how,O,how,WRB,False,False,False,False,False
1310,wisteria01,81,3,?,O,?,.,False,False,False,False,False
1311,wisteria01,82,0,An,O,An,DT,False,False,False,False,False
1312,wisteria01,82,1,accident,O,accident,NN,False,False,False,False,False
1313,wisteria01,82,2,?,O,?,.,False,False,False,False,False
1314,wisteria01,82,3,'',O,'','',False,False,False,False,False
1315,wisteria01,83,0,``,O,``,``,False,False,False,False,False
1316,wisteria01,83,1,Murder,O,Murder,NNP,False,False,False,False,False
1317,wisteria01,83,2,",",O,",",",",False,False,False,False,False
1318,wisteria01,83,3,if,O,if,IN,False,False,False,False,False
1319,wisteria01,83,4,ever,O,ever,RB,False,False,False,False,False
1320,wisteria01,83,5,there,O,there,EX,False,False,False,False,False
1321,wisteria01,83,6,was,O,wa,VBD,False,False,False,False,False
1322,wisteria01,83,7,one,O,one,CD,False,False,False,False,False
1323,wisteria01,83,8,upon,O,upon,IN,False,False,False,False,False
1324,wisteria01,83,9,earth,O,earth,NN,False,False,False,False,False
1325,wisteria01,83,10,.,O,.,.,False,False,False,False,False
1326,wisteria01,83,11,'',O,'','',False,False,False,False,False
1327,wisteria01,84,0,``,O,``,``,False,False,False,False,False
1328,wisteria01,84,1,Good,O,Good,NNP,False,False,False,False,False
1329,wisteria01,84,2,God,O,God,NNP,False,False,False,False,False
1330,wisteria01,84,3,!,O,!,.,False,False,False,False,False
1331,wisteria01,85,0,This,O,This,DT,False,False,False,False,False
1332,wisteria01,85,1,is,O,is,VBZ,False,False,False,False,False
1333,wisteria01,85,2,awful,O,awful,JJ,False,False,False,False,False
1334,wisteria01,85,3,!,O,!,.,False,False,False,False,False
1335,wisteria01,86,0,You,O,You,PRP,False,False,False,False,False
1336,wisteria01,86,1,do,O,do,VBP,False,False,False,False,False
1337,wisteria01,86,2,n't,B-NEG,n't,RB,True,False,False,False,False
1338,wisteria01,86,3,mean,O,mean,VB,False,False,False,False,False
1339,wisteria01,86,4,--,O,--,:,False,False,False,False,False
1340,wisteria01,86,5,you,O,you,PRP,False,False,False,False,False
1341,wisteria01,86,6,do,O,do,VBP,False,False,False,False,False
1342,wisteria01,86,7,n't,B-NEG,n't,RB,True,False,False,False,False
1343,wisteria01,86,8,mean,O,mean,VB,False,False,False,False,False
1344,wisteria01,86,9,that,O,that,IN,False,False,False,False,False
1345,wisteria01,86,10,I,O,I,PRP,False,False,False,False,False
1346,wisteria01,86,11,am,O,am,VBP,False,False,False,False,False
1347,wisteria01,86,12,suspected,O,suspected,VBN,False,False,False,False,False
1348,wisteria01,86,13,?,O,?,.,False,False,False,False,False
1349,wisteria01,86,14,'',O,'','',False,False,False,False,False
1350,wisteria01,87,0,``,O,``,``,False,False,False,False,False
1351,wisteria01,87,1,A,O,A,NNP,False,False,False,False,False
1352,wisteria01,87,2,letter,O,letter,NN,False,False,False,False,False
1353,wisteria01,87,3,of,O,of,IN,False,False,False,False,False
1354,wisteria01,87,4,yours,O,yours,NN,False,False,False,False,False
1355,wisteria01,87,5,was,O,wa,VBD,False,False,False,False,False
1356,wisteria01,87,6,found,O,found,VBN,False,False,False,False,False
